ITEM NO.,DESCRIPTION,QUANTITY
SF-SP1200,Control tranformer BK-380-o/P ,2.0
SF-SP2531,VFD 1KW 3Phase 380,0.0
SF-SP1207,Encoder Housing Assy R2C & R2B Cx4 Retrofit only,1.0
SF-SP2538,Power Supply Switching,1.0
SF-XO0065,XL Lahloob Salad 35g x 36pkts,636.4722
SF-SP1206,Cylinder Double Acting Compact DIA16x10 Stroke ,0.0
SF-SP2537,Retrofit Kit Y Axis Drive REV B,1.0
SF-XO0066,XL Lahloob Firey Cheese 150g x 12pkts,71.0
SF-SP1205,Rear Conveyor belt,0.0
SF-SP2536,Reftrofit Kit Jaw Drive REV C,1.0
SF-XO0067,XL Lahloob Smoked Chili 150g x 12pkts,5.0
SF-SP1204,Front Conveyor Belt,0.0
SF-SP2535,Block Rear MQQLB25 Cylinder Dancing Aram,1.0
SF-XO0068,XL Lahloob Salad 150g x 12pkts,24.0
SF-TW0053,TWINKLE Four CHEESE 22g x 5bags x 10pkts ,0.0
SF-TW0050,TWINKLE CC Chilli Cheese-4x20x14g,0.0
SF-SP2530,Vertical Heater Bar (New),0.0
SF-TW0056,TWINKLE Four CHEESE 12g x 4bags x 20pkts ,745.7
SF-TW0057,TWINKLE PEPPER JACK 12g x 4bags x 20pkts ,841.7145
SF-TW0054,TWINKLE PEPPER JACK 22g x 5bags x 10pkts ,0.0
SF-TW0055,TWINKLE KETCHUP 22g x 5bags x 10pkts ,0.0
SF-TW0049,TWINKLE CB Cheese-4x20x14g,0.0
SF-TW0047,TWINKLE CB Chilly - 50x15g,0.0
SF-TW0048,TWINKLE CB Chilly - 2bx25px15g,0.0
SF-XO0061,XL Lahloob Firey Cheese 20g x 4bags x 16pkts,6.25
SF-XO0062,XL Lahloob Spanish Tomato Basil 20g x 4bags x 16pkts,0.0
SF-SP2529,Stainless Steel Belt New,9.0
SF-XO0063,XL Lahloob Salad 20g x 4bags x 16pkts,6.0
SF-SP2528,Electro Peneumatische Positioner 4-20mA Air 6Bar,0.0
SF-XO0064,XL Lahloob Salad 20g x 5box x 14pkts,0.0
SF-XO0060,XL Lahloob Spanish Tomato Basil 20g x 5box x 14pkts,0.0
SF-SP2501,ABB Isolator 315Amps,0.0
SF-XO0036,XO TWIST VEGETABLE - 8bx12px12g,0.0
SF-SP2500,Not available,0.0
SF-XO0037,XO TWIST VEGETABLE 4x12px23g,0.0
SF-XO0038,XL Lahloob Spanish Tomato Basil 35g x 36pkts,539.9156
SF-XO0039,XL Lahloob Cheese 35g x 36pkts,520.1945
SF-SP2505,Squeegee Kit ALum,0.0
SF-XO0032,XO TWIST KETCHUP 18px120g,0.0
SF-SP2504,Hose D.38*1080,0.0
SF-XO0033,XO TWIST HOT 4bagx12px23g,0.0
SF-SP2503,Hose ,0.0
SF-XO0034,XO TWIST PAPRIKA 4bagx12px23g,0.0
SF-SP2502,Display Card ,0.0
SF-XO0035,XO TWIST KETCHUP 4bagx12px23g,0.0
SF-TW0041,TWINKLE CB Cheese - 6x130g,0.0
SF-TW0042,TWINKLE CB Cheese - 12x130g,0.0
SF-TW0040,TWINKLE CB Cheese - 12x75g,0.0
SF-TW0045,TWINKLE CB Cheese-12x150g,0.0
SF-TW0046,TWINKLE CB Cheese - 6x160g,0.0
SF-TW0043,TWINKLE CB Cheese - 12x140g,0.0
SF-TW0044,TWINKLE CB Cheese - 6x150g,0.0
SF-TW0038,TWINKLE CB Cheese - 12x70g,0.0
SF-TW0039,TWINKLE CB Cheese - 18x70g,0.0
SF-TW0036,TWINKLE CB Cheese - 12x65g,0.0
SF-TW0037,TWINKLE CB Cheese - 18x65g,0.0
SF-XO0030,XO TWIST HOT 18px120g,0.0
SF-XO0031,XO TWIST PAPRIKA 18px120g,0.0
SF-SP2512,Square Male & Female Nozzle,0.0
SF-SP2511,Star Nozzle,0.0
SF-SP2510,Drum Motor,0.0
SF-SP2516,Touch Screen Assembly ,0.0
SF-SP2515,Servo Moter ,0.0
SF-SP2514,Siemens Burner Controll ,0.0
SF-SP2513,Original Photocell for 120 DSG,0.0
SF-TW0030,TWINKLE CB Cheese-2x25x30g,0.0
SF-TW0031,TWINKLE CB Cheese-50x30g(PRO),0.0
SF-TW0034,TWINKLE CB Cheese- 12x60g,0.0
SF-TW0035,TWINKLE CB Cheese - 18x60g,0.0
SF-TW0032,TWINKLE CB Cheese -25px35g,0.0
SF-TW0033,TWINKLE CBCheese - 2bx25px35g,0.0
SF-TW0027,TWINKLE CB Cheese - 2bx25px25g,0.0
SF-TW0028,TWINKLE CB Cheese-50x25g,0.0
SF-TW0025,TWINKLE CB Cheese - 50px20g,0.0
SF-TW0026,TWINKLE CC CHEESE-2x25x20g,0.0
SF-TW0029,TWINKLE CB Cheese-25x30g,0.0
SF-SP2509,Tubular Heater,0.0
SF-SP2508,Dashboard Handle ,0.0
SF-XO0040,XL Lahloob Smoked Chilli 35g x 36pkts,636.8022
SF-SP2507,Rotation Switch ,0.0
SF-SP2506,Spring Hose Fastening,0.0
SF-SP1236,Tension arm upper and bottom,0.0
SF-XO0014,XO TWIST PAPRIKA - 4x25x14G,0.0
SF-SP1235,Lid Separator rod,0.0
SF-XO0015,XO TWIST PAPRIKA 2x25x14g,0.0
SF-XO0016,XO TWIST PAPRIKA 4x25x15g,0.0
SF-XO0017,XO TWIST KETCHUP - 8bx12px12g,0.0
SF-XO0010,XO TWIST KETCHUP - 4x25x14G,0.0
SF-SP1239,AFV-Unit,2.0
SF-XO0011,XO TWIST KETCHUP 2x25x14g,0.0
SF-SP1238,Sensor Therm couple Jaws,5.0
SF-XO0012,XO TWIST KETCHUP - 4x25x15g,0.0
SF-SP1237,Lid feeding system base plate,0.0
SF-XO0013,XO TWIST PAPRIKA - 50x14g,0.0
SF-SP1232,Blade,0.0
SF-XO0018,XO TWIST HOT - 8bx12px12g,0.0
SF-SP1231,Chuck SS,0.0
SF-XO0019,XO TWIST PAPRIKA - 8bx12px12g,0.0
SF-SP1230,Seaming Roller ( Set of 4)(Auto SS,0.0
SF-CTN0200,CTN-DURRAH-SLICE CHICKEN 5x20x18g,0.0
SF-CTN0202,CTN-DURRAH-SLICE SALTED 5x20x18g,0.0
SF-CTN0201,CTN-DURRAH-SLICE HOT & SPICY 5x20x18g,0.0
SF-CTN0208,CTN-FAIRCO ALL FLV 4X24PX12G,2975.0
SF-CTN0207,CTN-MASTER TWISTER 18pX125g,948.0
SF-CTN0204,CTN-DURRAH-BESTO PUFF CHEESE 5x20x18g,896.0
SF-CTN0203,CTN-DURRAH-COCKTAIL 5x20x18g,258.0
SF-CTN0206,CTN-MASTER TWISTER 4X12pX25g,2483.2
SF-CTN0205,CTN-MASTER TWISTER 4X22pX13g,1548.0
SF-SP1247,Ball Bearing,0.0
SF-XO0025,XO TWIST PAPRIKA 4x12px23g,0.0
SF-SP1246,Seal,0.0
SF-XO0026,XO TWIST KETCHUP 4x12px23g,0.0
SF-SP1245,Hobert shaft main drive 74221,0.0
SF-XO0027,XO TWIST HOT 28px50g,0.0
SF-SP1244,Pin,1.0
SF-XO0028,XO TWIST PAPRIKA 28px50g,0.0
SF-SP1249,Cap Seal,0.0
SF-SP1248,Cap Seal,1.0
SF-XO0024,XO TWIST HOT 4x12px23g,0.0
SF-SP1243,Screw,1.0
SF-XO0029,XO TWIST KETCHUP 28px50g,0.0
SF-SP1242,Hobert Screw 3/8x16/3/8,5.0
SF-SP1241,Plug Agitator Shaft,1.0
SF-SP1240,Print Head 32mm 300 DPI,5.0
SF-CTN0211,CTN - XL BBQ 05x14x26g,0.0
SF-CTN0210,CTN - MASTER AMIGO - 50p X 30g ,0.0
SF-CTN0213,CTN - XL HOT 05x14x26g,922.0
SF-CTN0212,CTN - XL French Cheese 05x14x26g,0.0
SF-MIC0192,Sticker-TST0137,0.0
SF-MIC0191,Sticker-TST0136,0.0
SF-MIC0190,Sticker-TST0135,0.0
SF-CTN0219,CTN-MASTER XTREME FPC 12X120gm,661.0
SF-MIC0196,Sticker-TST0120,0.0
SF-CTN0218,CTN-MASTER XTREME FPC 5X14X25gm,1458.0
SF-MIC0195,Sticker-TST0140,0.0
SF-MIC0194,Sticker-TST0139,0.0
SF-MIC0193,Sticker-TST0138,0.0
SF-CTN0215,CTN - XL Salt 05x14x26g,72.0
SF-CTN0214,CTN - XL Ketchup 05x14x26g,48.0
SF-MIC0199,Sticker-XO0065,0.0
SF-CTN0217,CTN-MASTER XTREME FPC 4X22X14gm,1083.0
SF-MIC0198,Sticker-TST0119,0.0
SF-CTN0216,CTN - XL Salt & Vinegar 05x14x26g,0.0
SF-MIC0197,Sticker-TST0141,0.0
SF-SP1214,Baldor Motor R2 Standard,0.0
SF-SP1213,Amplifier Fiber Optic NPN 24VDC REV_B,0.0
SF-SP1212,Heater Element Dia1/4'' x 280MM 600W 110 VAC,1.0
SF-SP1211,Drive Card 400C,0.0
SF-SP1218,Bugle tension spring,0.0
SF-SP1217,Bugle Blade,0.0
SF-SP1216,Bugle Sheeting roller vertical Line(Set),0.0
SF-SP1215,Netter Vibrator NEA504,0.0
SF-SP1210,Rack and Pinion Retrofit Kit REV C,0.0
SF-CTN0221,CTN-XTREME STIX MASTER STICK 40gx6CANsx8TRAYs,0.0
SF-CTN0220,CTN-FAIRCO ALL FLV 6X24PX20G,0.0
SF-CTN0229,CTN - MASTER FICOM - 5X20PX18G + 4X20PX23G ,0.0
SF-SP1209,Huco Flexible CouplingR2C REV A,0.0
SF-SP1208,Encoder for Encoder Assembly,1.0
SF-SP2539,MOD Kit Electromagnetic Control,1.0
SF-CTN0226,CTN-XL STIX MASTER 40gx6CANsx8TRAYs,165.0
SF-CTN0225,CTN- XTREME FPC MASTER - 2bx25px23g,900.0
SF-CTN0228,CTN - MASTER AMIGO - 12p X 180g ,16.0
SF-CTN0227,CTN-MASTER XTREME FPC 50X14gm,2075.0
SF-SP1225,Rubber Lag roller for Oiler,1.0
SF-XO0003,XO TWIST F.CHEESE 2x25x14g,0.0
SF-SP1224,Drive Spur Gear,2.0
SF-XO0004,XO TWIST F.CHEESE - 4x25x15g,0.0
SF-SP1223,Drive Shaft,2.0
SF-XO0005,XO TWIST HOT - 50x14g,0.0
SF-SP1222,Bearing UCPA210,4.0
SF-XO0006,XO TWIST HOT - 4x25x14g,0.0
SF-SP1229,Ishida 308mm Fil-Thru Knife (Green) ,0.0
SF-TW0070,TWINKLE PEPPER JACK 20g x 5box x 8pkts ,5.0
SF-SP1228,Ishida 250mm Sealing Jaw(Set from Green),0.0
SF-TW0071,TWINKLE KETCHUP 20g x 5box x 8pkts ,2.0
SF-SP1227,SMC Solenoid Valve ,0.0
SF-XO0001,XO TWIST F.CHEESE - 50x14g,0.0
SF-SP1226,SMC Solenoid Valve ,2.0
SF-XO0002,XO TWIST F.CHEESE 4x25x14g,0.0
SF-TW0074,TWINKLE KETCHUP 90g x 12pkts ,338.0333
SF-TW0075,TWINKLE KETCHUP 200g x 8pkts ,249.125
SF-TW0072,TWINKLE FOUR CHEESE 90g x 12pkts ,243.7233
SF-TW0073,TWINKLE PEPPER JACK 90g x 12pkts ,159.1956
SF-SP1221,Univarsal Joint bearing with shaft(Set),0.0
SF-TW0078,TWINKLE SAMPLE 100px05g,0.0
SF-XO0007,XO TWIST HOT 2x25x14g,0.0
SF-SP1220,Bugle Support roller,0.0
SF-TW0079,TWINKLE SAMPLE 135px05g,0.0
SF-XO0008,XO TWIST HOT- 4x25x15g,0.0
SF-TW0076,TWINKLE Chili Cheese 80px12g ,0.0
SF-XO0009,XO TWIST KETCHUP - 50x14g,0.0
SF-TW0077,TWINKLE Four Cheese 80px12g,5.0
SF-CTN0233,CTN - MASTER FICOM - 5X20PX12G,7144.0
SF-CTN0232,CTN - Wesee Corn Puff Cheese - 30PX120G ,226.0
SF-CTN0235,CTN - XL Master  5b x 20p+2p x 12g Promo,0.0
SF-TW0069,TWINKLE FOUR CHEESE 20g x 5box x 8pkts ,0.0
SF-CTN0231,CTN - Wesee Corn Puff Cheese - 5X16PX40G ,5440.0
SF-CTN0230,CTN - MASTER FICOM - 5X20PX23G ,0.0
SF-SP1219,Bugle Cleaning brush,0.0
SF-CTN0237,CTN - XL BBQ  5 x 12p+4p x 21g Promo,0.0
SF-CTN0236,CTN - XL Master  5b x 14p+4p x 21g Promo,3634.0
SF-CTN0239,CTN - XL HOT  5 x 12p+4p x 21g Promo,232.0
SF-CTN0238,CTN - XL French Cheese 5 x 12p+4p x 21g Promo,1.0
SF-SP1279,PWB AS P-5491B (SCU1 Board),1.0
SF-SP1278,Block:A:Thrust:,8.0
SF-SP1277,Resin for water softner ,0.0
SF-XL0242,XL FPC KET-50px35g,0.0
SF-XL0243,XL FPC STICKS KET-8TRYx6CANx40g,0.0
SF-XL0240,XL STICKS KET -8TRYx6CANx35g,0.0
SF-XL0241,XL FPC KET-2bx25px35g,0.0
SF-SP1272,Fans gfm 8010 Left and Right,0.0
SF-SP1271,Pressure reducing Valve PN25/40-DN40,0.0
SF-SP1270,Coding Machine X40,0.0
SF-SP1276,Burner Controller 230VAC50/60Hz LMO24.111C,0.0
SF-SP1275,SKF Brand,0.0
SF-SP1274,SKF Brand,0.0
SF-SP1273,SKF Brand,0.0
SF-FS0021,FAIRCO STICKS FLAMIN HOT  24*40G,160.0
SF-FS0022,FAIRCO STICKS FLAMIN HOT   40G*24P*2B,0.0
SF-FS0020,FAIRCO STICKS BRAZILIAN-2*24*40G,0.0
SF-FS0029,WESEE CORN PUFF CHEESE 30 x 100gm,3.0
SF-XL0246,XL FPC KETCHUP-50px40g,0.0
SF-XL0247,XL FPC KETCHUP- 28px40g-GH,0.0
SF-FS0027,WESEE CORN PUFF CHEESE 5 x 16 X 40gm,0.0
SF-XL0244,XL FPC KET-2x25x40g,0.0
SF-FS0028,WESEE TORTILLA FLAMEN 12 x 160gm,0.0
SF-XL0245,XL FPC KET-2bx25px40g,0.0
SF-FS0025,FAIRCO STICKS BRAZILIAN-5 x 20 x 12g,0.0
SF-FS0026,WESEE CORN PUFF CHEESE 30 x 120gm,0.0
SF-FS0023,FAIRCO STIX HOT & SPICY 5 x 20 x 12gm,0.0
SF-XL0248,XL FPC KETCHUP - 48x40g,0.0
SF-FS0024,FAIRCO STIX SALT 5 x 20 x 12gm,136.0
SF-XL0249,XL FPC KETCHUP - 28px50g,0.0
SF-SP1289,Heart Nozzle,0.0
SF-SP1288,Complete Ink connection with Filter - polyamid,2.0
SF-XL0231,XL FPC KETCHUP - 50x27g,1.0
SF-XL0232,XL FPC KETCHUP - 2x25x27g,0.0
SF-XL0230,XL FPC KETCHUP - 5x10x26g STR,0.0
SF-SP1283,Upper tension plate,0.0
SF-SP1282,Main gear Shaft,0.0
SF-SP1280,Main Gear( 28 Teeth ),0.0
SF-SP1287,Screw Cap 1/1-20x1,3.0
SF-SP1286,Lid Feeding Rod,0.0
SF-SP1284,Teflon Gears,1.0
SF-FS0032,WESEE CORN TUBE SWEET CORN 8 x 20 X 6gm,0.0
SF-FS0033,WESEE WIDE STICKS HOT PEPPER SAUCE  24*35G,0.0
SF-FS0030,WESEE CORN PUFF CHEESE 5 x 16 X 35gm,36.0
SF-FS0031,WESEE CORN TUBE CHEESE 8 x 20 X 6gm,0.0
SF-XL0235,XL FPC KET-2bx25x30g,0.0
SF-XL0236,XL FPC KET-50px30g,0.0
SF-FS0038,WESEE WIDE STICKS HOT PEPPER SAUCE  24*37G,0.0
SF-XL0233,XL FPC KET - 50px27g(PRO),0.0
SF-FS0039,WESEE WIDE STICKS KETCHUP  24*37G,0.0
SF-XL0234,XL FPC KET-25px30g,0.0
SF-FS0036,WESEE WIDE STICKS CAJUN  24*37G,0.0
SF-XL0239,XL FPC KET-25px35g,0.0
SF-FS0037,WESEE WIDE STICKS CHILLI LEMON  24*35G,0.0
SF-FS0034,WESEE WIDE STICKS KETCHUP  24*35G,0.0
SF-XL0237,XL FPC KET - 85px30g,0.0
SF-FS0035,WESEE WIDE STICKS SALT  24*37G,0.0
SF-XL0238,XL FPC KET-50x30g(PRO),0.0
SF-SP1258,MOTOR AS :UNWIND:M4,0.0
SF-XL0260,XL FPC KET- 28px70g-CC,0.0
SF-XL0261,XL FPC KET-12px75g,0.0
SF-SP1256,WHITE:25MM:PS18:HOOK:25MTR,2.0
SF-SP1255,Washer,1.0
SF-XL0264,XL FPC KETCHUP - 12x100g,826.094
SF-XL0265,XL FPC KET-12px135g,0.0
SF-FS0009,FAIRCO STICKS SALT  2*24*45g,0.0
SF-XL0262,XL FPC KETCHUP - 18x80g,0.0
SF-XL0263,XL FPC KET - 12x90g,0.0
SF-SP1250,O Ring,7.0
SF-SP1254,Shaft Planetary,1.0
SF-SP1253,Washer,0.0
SF-SP1252,Screw,0.0
SF-SP1251,Screw,5.0
SF-FS0007,FAIRCO STICKS BRAZILIAN-4 x 24 x 12g,0.0
SF-XL0268,XL FPC KET-6px150g,0.0
SF-XL0269,XL FPC KETCHUP-12px150g,0.0
SF-FS0005,FAIRCO STIX HOT & SPICY 4 x 24 x 12gm,0.0
SF-XL0266,XL FPC KETCHUP-6x140g,0.0
SF-FS0006,FAIRCO STIX SALT 4 x 24 x 12gm,0.0
SF-XL0267,XL FPC KETCHUP-12x140g,0.0
SF-FS0003,FAIRCO STICKS SALT  2*24*50g,0.0
SF-FS0004,FAIRCO STICKS BRAZILIAN-2*24*45g,0.0
SF-FS0001,FAIRCO STICKS HOT& SPICY  2*24*45g,0.0
SF-FS0002,FAIRCO STICKS HOT& SPICY  2*24*50g,0.0
SF-SP1269,PP Food Grade Flat Top Modular Belt W-390mm Cleat W305xH20mm ,0.0
SF-XL0250,XL FPC KETCHUP - 48px50g,0.0
SF-SP1267,Pressure gauge 0-40 m bar /4NPT thread,0.0
SF-SP1266,Touch screen keypad digidrive,2.0
SF-XL0253,XL FPC KETCHUP - 18px55g,0.0
SF-XL0254,XL KETCHUP - 28px55g,0.0
SF-XL0251,XL FPC KETCHUP-50x55g,0.0
SF-XL0252,XTREME CRINKLE KETCHUP-28X55g (SF),0.0
SF-SP1261,MOTOR AS:PULLDOWN 12L,0.0
SF-SP1260,MOTOR AS:PULLDOWN 12R,0.0
SF-SP1265,Special Chute(For formers velow 100mm),0.0
SF-SP1264,Spirax Carco Disc Check Valve 1 inch,1.0
SF-SP1263,Solnoid Valve 1 inch 220V,0.0
SF-SP1262,By pass valve for Fulton water softner,0.0
SF-FS0010,FAIRCO STIX HOT & SPICY 6 x 24 x 20gm,0.0
SF-FS0011,FAIRCO STIX SALT 6 x 24 x 20gm,0.0
SF-FS0018,FAIRCO STICKS HOT& SPICY  2*24*40G,1140.0
SF-XL0257,XL FPC KET - 24x70g,0.0
SF-FS0019,FAIRCO STICKS SALT  2*24*40G,0.0
SF-XL0258,XL FPC KET - 18px70g,0.0
SF-FS0016,FAIRCO STICKS SALT  2*24*42g,0.0
SF-XL0255,XL FPC KETCHUP - 28px60g,0.0
SF-FS0017,FAIRCO STICKS BRAZILIAN-2*24*42g,0.0
SF-XL0256,XL FPC KET-12px70g,0.0
SF-FS0014,FAIRCO STICKS FLAMIN HOT  2 x 24 x 42g,5.0
SF-FS0015,FAIRCO STICKS HOT& SPICY  2*24*42g,0.0
SF-FS0012,FAIRCO-BRAZILIAN-6X24X20g,0.0
SF-XL0259,XL FPC KETCHUP- 18px70g-GH,0.0
SF-FS0013,FAIRCO STICKS FLAMIN HOT  24*42g,0.0
SF-XL0208,XL FPC KET-50px15g,0.0
SF-XL0209,XL FPC KET-2px25x15g,0.0
SF-FS0061,FAIRCO FPC HOT PEPPER 120g x 12p,0.0
SF-FS0060,FAIRCO FPC HOT PEPPER 50g x 36p,0.0
SF-XL0202,XL FPC KETCHUP - 50x14g,0.0
SF-XL0203,XL FPC KET - 4x25x14g,0.0
SF-XL0200,XL FPC KETCHUP - 60px14g,0.0
SF-XL0201,XL FPC KET - 5bagx20px10g,51.0
SF-XL0206,XL FPC KET-2x25x14g,0.0
SF-XL0207,XL FPC KET - 10x10x14g,0.0
SF-XL0204,XL FPC KETCHUP - 5x20x14g,0.0
SF-XL0205,XL FPC KET - 100x13g,0.0
SF-SP1299,PID Controller (Yokogawa UT55A-100-11-00-1),0.0
SF-XL0220,XL FPC KETCHUP - 50x22g,23.0
SF-XO0076,XL Lahloob Spanish Tomato Basil 12g x 80pkts,0.0
SF-XL0221,XL FPC KET - 5bx15px25g,0.0
SF-XO0077,XL Lahloob Salad 12g x 80pkts,0.0
SF-XO0078,XL Lahloob Hot Ketchup 12g x 16pkts x 5bags,0.0
SF-XO0079,XL Lahloob Spanish Tomato Basil 12g x 16pkts x 5bags,88.675
SF-SP1294,Slant Cut Round Die Nozzle ,0.0
SF-SP1293,Brush  Roller EFT-200,1.0
SF-SP1292,EDC Conveyor Sprocket,15.0
SF-SP1298,Valve Gauge Glass1/2'' BSP(M),0.0
SF-SP1297,Glass Tube 1/2'' ODx1220 L(RM010T0009),0.0
SF-SP1296,VFD 0.75kw 220V 1/3 Phase VFD007KW21A,7.0
SF-SP1295,VFD1.5Kw 380V /3 Phase VFD015EL43A ,0.0
SF-FS0043,WESEE TORTILLA FLAMING HOT 24p x 80gm,2.0
SF-FS0044,AL BADIA STICKS HOT SAUCE 40G*24 Can*2Try,0.0
SF-FS0041,WESEE TORTILLA  PEPPER SAUCE 24 x 80gm,38.0
SF-FS0042,WESEE TORTILLA  PEPPER SAUCE 12 x 160gm,35.0
SF-SP1290,Round Net Design Die Nozzle,0.0
SF-FS0040,FAIRCO STIX HOT & SPICY 5 x 20 x 12gm,4.0
SF-XL0224,XL FPC KETCHUP 10x7px25g PRO,0.0
SF-XO0072,XL Lahloob Firey Cheese 100g x 12pkts,212.5173
SF-XL0225,XL FPC KET - 50x25g,0.0
SF-XO0073,XL Lahloob Firey Cheese 20g x 64pkts,0.0
SF-FS0049,FAIRCO STICKS FLAMIN HOT  24*40G (EXPORT),1.0
SF-XL0222,XL FPC KETCHUP - 5bX14pX25g,0.0
SF-XO0074,XL Lahloob Spanish Tomato Basil 20g x 64pkts,0.0
SF-XL0223,XL FPC KETCHUP - 2x25x25g,0.0
SF-XO0075,XL Lahloob Salad 20g x 64pkts,0.0
SF-FS0047,AL BADIA STICKS HOT & SPICY 40G*24 Can*2Try,0.0
SF-XL0228,XL DUPLEX 4bx14px26g KETCHUP,0.0
SF-FS0048,WESEE CORN PUFF 10P X 8 BAG X35GM,14.0
SF-XL0229,XL FPC KET - 50x26g,0.0
SF-FS0045,AL BADIA STICKS KETCHUP 40G*24 Can*2Try,0.0
SF-XL0226,XL FPC KETCHU - 5x10x25g Strip,0.0
SF-XO0070,XL Lahloob Smoked Chili 100g x 12pkts,202.1108
SF-FS0046,AL BADIA STICKS LIGHTLY SALTED 40G*24 Can*2Try,0.0
SF-XL0227,XL FPC KET- 5X14pX26g,0.0
SF-XO0071,XL Lahloob Spanish Tomato Basil 100g x 12pkts,134.175
SF-XL0210,XL FPC KET-4bx25px15g,0.0
SF-FS0054,FAIRCO FPC HIMALAYAN SALT 50g x 36p,0.0
SF-FS0055,FAIRCO FPC HIMALAYAN SALT 120g x 12p,32.0
SF-FS0052,WESEE CORN PUFF  CHILI 8b x 10p X 35gm,0.0
SF-XL0219,XL KETCHUP - 85x20g,0.0
SF-FS0053,FAIRCO FPC HIMALAYAN SALT 7b x 18g x 15p,0.0
SF-FS0050,WESEE CORN PUFF CHEESE CHILI 8b x 10p X 35gm,32.0
SF-FS0051,WESEE CORN PUFF CHILI 30p X 100g,0.0
SF-XL0213,XL FPC KET-50x17g,0.0
SF-XO0083,XL Lahloob Salad 5bx20px22g ,0.0
SF-XL0214,XL FPC KET-2px25x17g,0.0
SF-XO0084,XO TWIST HOT -5x20x14g,0.0
SF-XL0211,XL FPC Ketchup-5bx20px15g,0.0
SF-XO0085,XO TWIST KETCHUP - 5x20x14g,0.0
SF-XL0212,XL FPC KETCHUP-100px15g,0.0
SF-XO0086,XO TWIST PAPRIKA - 5x20x14g,0.0
SF-FS0058,FAIRCO FPC FLAMING HOT 120g x 12p,448.0
SF-XL0217,XL FPC KETCHUP - 50px20g,0.0
SF-FS0059,FAIRCO FPC HOT PEPPER 7b x 18g x 15p,48.0
SF-XL0218,XL FPC KET - 5bx12px20g,0.0
SF-XO0080,XL Lahloob Salad 12g x 16pkts x 5bags,386.4125
SF-FS0056,FAIRCO FPC FLAMING HOT 7b x 18g x 15p,84.0
SF-XL0215,XL FPC KETCHUP - 4x25x17g,0.0
SF-XO0081,XL Lahloob Hot Ketchup 5bx20px22g,0.0
SF-FS0057,FAIRCO FPC FLAMING HOT 50g x 36p,480.0
SF-XL0216,XL FPC KETCHUP-82px20g,0.0
SF-XO0082,XL Lahloob Firey Cheese 5bx20p22g,0.0
LR-E0289,Arabian Delights Chocodate Coconut 90g Pouch,0.0
LR-E0288,Arabian Delights Choco Figs Milk 90g Pouch,0.0
SF-MIC0105,Sticker-XL0919,0.0
SF-MIC0104,Sticker-XL0916,0.0
SF-MIC0103,Sticker-XL0918,0.0
SF-MIC0102,Sticker-XL0917,0.0
SF-MIC0109,Sticker-XL0681,0.0
SF-MIC0108,Sticker-XL0677,0.0
SF-MIC0107,Sticker-XL0680,0.0
SF-MIC0106,Sticker-XL0677,0.0
SF-MIC0101,Sticker-XL0827,0.0
SF-MIC0100,Sticker-XL0920,0.0
LR-E0287,Arabian Delights Choco Apricot Assorted 90g Pouch,0.0
SF-XL0282,XL FPC PAPRIKA-12x140g,0.0
SF-XL0283,XL FPC BARBEQUE -12px100g,0.1667
SF-XL0280,XL FPC KETCHUP - 50x21g,0.0
SF-XL0281,XL FPC SALT - 50x21g,0.0
SF-XL0286,XL FPC PAPRIKA-12x160g,0.0
SF-XL0287,XL FPC PAPRIKA-12x165g,0.0
SF-XL0284,XL FPC BARBEQUE-12px150g,0.0
SF-XL0285,XL FPC PAPRIKA-6px160g,0.0
SF-XL0288,XL FPC SALT - 4x25x12g,0.0
SF-XL0289,XL FPC SALT - 4x24x12,0.0
SF-XL0271,XL FPC KETCHUP-12x160g,0.0
SF-XL0272,XL FPC KETCHUP-12x165g,0.0
SF-XL0270,XL FPC KET-6px160g,0.0
SF-XL0275,XL FPC KETCHUP - 12 X 185g,0.0
SF-XL0276,XL FPC KETCHUP - 12px120g,321.0
SF-XL0273,XL FPC KETCHUP-12x170g,0.0
SF-XL0274,XL FPC KETCHUP-12x180g,0.0
SF-XL0279,XL FPC CHILLI 50x21g,0.0
SF-XL0277,XL FPC KETCHUP - 8x250g,0.0
SF-XL0278,XL FPC MIX PROMO 10px165g,0.0
SF-XL0293,XL FPC SALT - 50x14g,0.0
SF-XL0294,XL FPC SALT - 4x25x14g,0.0
SF-XL0291,XL FPC SALT - 60px14g,0.0
SF-XL0292,XL FPC SALT - 5bx12px20g,0.0
SF-XL0297,XL FPC SALT-2bx25px14g,0.0
SF-XL0298,XL FPC SALT - 10x10x14g,0.0
SF-XL0295,XL FPC SALTED - 5bagx20x10g,0.0
SF-XL0296,XL FPC SALT - 100x13g,0.0
SF-XL0290,XL FPC SALT - 5x20x13g,0.0
SF-XL0299,XL FPC SALT-50px15g,0.0
LR-E0205,Arabian Delights Fig Milk 100g Pouch,0.0
LR-E0204,Arabian Delights Choco Apricot Assorted 100g Pouch,0.0
SF-MIC0169,Sticker-TW0071,0.0
LR-E0206,Arabian Delights Chocodate Coconut 100g Pouch,0.0
SF-MIC0168,Sticker-TW0064,0.0
SF-CTN0244,CTN - MASTER FICOM - 5X20PX18G,2489.0
SF-CTN0243,CTN - Wesee Tortilla Flamin Hot - 12PX160G ,1222.0
SF-CTN0246,CTN - MASTER FADE FIT- 20PX40G ,2259.0
SF-CTN0245,CTN - MASTER WESEE TUBE- 8x20Px06G,2498.0
